source,target
"time of working isn't limited, so workers can work 12 hours a day and that why the productivity grows. ","time of working isn't limited, so workers cpern work 12 hours a day and that why the productivity grows. "
to 1999 the percentage of visits to the uk by foreign residents increased to around 28 percent and the percentage of visits by uk residents climbed to approximately 54 percent. ,to 1999 the percentage of visits to the uk by foreign residents increased to around 28 percent and the percentage of visits by uk residents rose to approximately 54 percent. 
"to 2012 gender is not playing a vital role in opportunity to go to school, boys and girls all over the world have approximately equal opportunity to have primary education, but still in africa the number of girls without primary education higher than boys. ","to 2012 gender is not playing a important role in opportunity to go to school, boys and girls all over the world have approximately equal opportunity to have primary education, but still in africa the number of girls without primary education higher than boys. "
"to 2050 this value rise approximately in 2 times and will 42,3 percent . ","to 2050 this number rise approximately in 2 times and will 42,3 percent . "
"to achieve it, it is a good thing to establish more cinematographic awards, where the films will be shown with english subtitles and where the overseas film directors will be invited to be among the judges. ","to achieve it, it is a good thing to establish more cinematographic events, where the films will be shown with english subtitles and where the overseas film directors will be invited to be among the judges. "
"to add to this, some individuals believe that not entering the university right after school means nothing but loss year of life. ","moreover,, some individuals believe that not entering the university right after school means nothing but loss year of life. "
"to add to this, the products (aluminium), which is used to make planes, is make influence on the pollution too, in the process of building the air transport. ","in addition to this, the products (aluminium), which is used to make planes, is make influence on the pollution too, in the process of building the air transport. "
"to add with, playing outside with friends may give a proper joy and liveable life.","to add with, playing outdoors with friends may give a proper joy and liveable life."
to be creative man very very busy and harder than simple man. ,to be creative person very busy and harder than simple man. 
"to be equal rights, but not in everything.",.
"to be healthy, you need not only go to gym, you should change your mind, because if after the gym you will eat a fast food, the effect will be very little. ","to be healthy, you need not only go to gym, you should change your mindset, because if after the gym you will eat a fast food, the effect will be very little. "
"to be honest, i don't really know about unpaid community service, maybe, because my parents solve all problems with money or, maybe, because i live in other country, but i'm sure, that this problem is very important in some countries or cities and people should solve it. ","to be honest, i don't really know about unpaid community service, maybe, because my parents solve all problems with money or, maybe, because i live in another country, but i'm sure, that this problem is very important in some countries or cities and people should solve it. "
"to be honest, i would like the society to assist deviant teens with socializing. ","to be honest, i want the society to assist deviant teens with socializing. "
"to be more precise, indonesian females work in agricultural sector more and consists 43 per cent, while in australia this employment sector is more popular for men and goes around 3 per cent. ","to be more precise, indonesian females work in agricultural sector more and account for 43 per cent, while in australia this employment sector is more popular for men and makes up around 3 per cent. "
"to be more precise, it was spent about 2.6 and 1.8 billion of dollars on printed books and ebooks respectively. ","to be more precise, they spent about 2.6 and 1.8 billion of dollars on printed books and ebooks respectively. "
"to be more precise, the percentage of male workers is roughly 10 times bigger in indonesia then in australia. ","to be more precise, the percentage of male workers is roughly 10 times bigger in indonesia than in australia. "
"to be more precise, the trends of spending money on different types of books similar in usa and uk. ","to be more precise, the trends of spending money on different types of books are similar in usa and uk. "
"to be perfectly honest, each day we spend a lot of time setting (in front of the computer, at school, at university and so on) and by the end of the day the majority of us have the terrible backache or headache. ","to be completely honest, each day we spend a lot of time sitting (in front of the computer, at school, at university and so on) and by the end of the day the majority of us have the terrible backache or headache. "
"to be pointed out by the head, you need to stand out from the crowd of your colleagues. ","to be noticed by the head, you need to stand out from the crowd of your colleagues. "
"to begin this talk about problems caused by technologies, the ecology must be reminded. ","to begin this talk about problems caused by technologies, the ecology must be taken into account. "
to begin with planes are the safest and fastest kind of transport. ,to begin with planes are the safest and fastest mode of transport. 
"to begin with that it is well-known fact that nowadays majority of schools offer opportunities for children and young people to learn not only state language, but also to learn different foreign languages. ","to begin with that it is well-known fact that nowadays majority of schools offer opportunities for children and young people to learn not only official language, but also to learn different foreign languages. "
"to begin with, i am convinced that focusing on only their own country will provide them with some improvements in all spheres of their population's lives. ","to begin with, i am convinced that focusing on only their own country will provide them with some improvements in all spheres of their citizens lives. "
"to begin with, i should say, that at present this kind of transport has some negative consequences, such as pollution of the atmosphere and destroying the environment. ","to begin with, i should say, that at present airplane has some negative consequences, such as pollution of the atmosphere and destroying the environment. "
"to begin with, i strongly believe that we live in a modern world, where we should avoid any stereotypes, which are connected with human's sex. ","to begin with, i strongly believe that we live in a modern world, where we should avoid any stereotypes, concerning human's sex. "
"to begin with, i want to say that the chart illustrates us how the unemployment rate in different countries changes during 2014 and 2015. ","to begin with, i want to say that the chart shows us how the unemployment rate in different countries changes during 2014 and 2015. "
"to begin with, i'd like to tell, that male and female has different type of mind. ","to begin with, i'd like to note, that male and female has different ways of thinking. "
"to begin with, uk and usa are very rich and developed country and they can spend enough money to make a good and realistic film. ","to begin with, uk and usa are very rich and highly developed country and they can spend enough money to make a good and realistic film. "
"to begin with, a human being as a high-functioning social creature tends to cooperate with people outside the family. ","to begin with, a human being as a fully-functioning social creature tends to cooperate with people outside the family. "
"to begin with, air travel is the fastest way of commuting. ","to begin with, air travel is the fastest way of transport. "
"to begin with, all money which musicians and producers are not get from pirate copies may be lent to developing their industry and making new unique art smashing content. ","to begin with, all money that musicians and producers do not get from pirate copies may be lent to developing their industry and making new unique art smashing content. "
"to begin with, any sport facility the visitor's health, no matter what sport they do. ","to begin with, any sport benifits the visitor's health, no matter what sport they do. "
"to begin with, different gizmos are very popular and people usually tend to take them everywhere they go. ","to begin with, different devices are very popular and people usually tend to take them everywhere they go. "
"to begin with, for modern business and technology process it necessary for some people some different countries in one day, and air travel is just one way in such cases. ","to begin with, for modern business and technology process it necessary for some people some different countries in one day, and air travel is the only way in such cases. "
"to begin with, from 1970 to 2015 the energy from fossil fuels was increasing in the united states. ","to begin with, from 1970 to 2015 the usage of energy from fossil fuels was increasing in the united states. "
"to begin with, in modern world in professional area people do not have features of having specific sex. ","to begin with, in modern world in professional area people do not have features of having specific gender "
"to begin with, internet piracy belongs to a crime rate. ","to begin with, internet piracy is regarded as a crime rate. "
"to begin with, it can be seen from the first chart that in march 2012 it was more popular to connect to the facebook via the computer (approximately 150 million of users chose that way of connection in 2012 and 130 million used the computer in 2013). ","to begin with, it can be seen from the first chart that in march 2012 it was more popular to log in to facebook via the computer (approximately 150 million of users chose that way of connection in 2012 and 130 million used the computer in 2013). "
"to begin with, it is wide known fact that males can succed in certain spheres of knowledge whereas women - in other. ","to begin with, it is wide known fact that males can do better in certain spheres of knowledge whereas women - in other. "
"to begin with, it's clearly seen, that the highest numbers of people we can observe in sector of education (112559; 124776; 125345; and etc). ","to begin with, it's clearly seen, that the largest numbers of people we can were in sector of education (112559; 124776; 125345; and etc). "
"to begin with, manufactured goods was transported in the same percentage in 2008 by both variants (25 percent by rail and 28 percent by road, what is approximately the third of a chart). ","to begin with, manufactured goods was transported in the same percentage in 2008 by both types of transportation (25 percent by rail and 28 percent by road, what is approximately the third of a chart). "
"to begin with, moving to the poorer countries companies can save their resources because these countries usually have better tax climate. ","to begin with, moving to the poorer countries companies can save their resources because these countries usually have better tax environment. "
"to begin with, music and films are financed with a lot of money and using them without buying would lead to financial problems for musicians and film producers. ","to begin with, music and films are financed very well and using them without buying would lead to financial problems for musicians and film producers. "
"to begin with, musicians and producers offer their creativity for rather expensive price. ","to begin with, musicians and producers offer their creativity for rather high price. "
"to begin with, our personalities are determined by some factors like the level of life, habitats, education, family, culture. ","to begin with, our personalities are determined by some factors like quality of life, habitat, education, family, culture. "
"to begin with, overuse of modern gadgets have caused numerous problems for people's health, such as poor eyesight, gaining of some extra weight. ","to begin with, overuse  modern gadgets have caused numerous problems for people's health, such as poor eyesight, gaining of some extra weight. "
"to begin with, people burn with a number of characteristics. ","to begin with, people born with a number of characteristics. "
"to begin with, people could think more about some breaks in a work. ","to begin with, people could make some breaks in a work. "
"to begin with, people who copy and share films and audios are like robin hoods of modern world, because usually producers and musicians are rich, and they do not lose a lot while their audios and movies sent to internet, but poor people could use it. ","to begin with, people who copy and share films and audios are like robin hoods of modern world, because usually producers and musicians are rich, and they do not lose a lot while their audios and movies are uploaded to internet, but poor people could use it. "
"to begin with, sells of printed book in the usa were at the top (10,5 billions) in the 2014, whereas they will rapid decrease to the 7,5 billions in the 2018. ","to begin with, sales of printed book in the usa were at the top (10,5 billions) in the 2014, whereas they will rapid decrease to the 7,5 billions in the 2018. "
"to begin with, some humankinds allege that family has immensely big impact on how a child grows. ","to begin with, some people allege that family has immensely big impact on how a child grows. "
"to begin with, some humans do not have enough money to buy legal copies. ","to begin with, some people do not have enough money to buy legal copies. "
"to begin with, surely it is important for anything to serve its purpose starting with casual notebooks and ending with scientific investigations. ","to begin with, surely it is important for anything to serve its purpose starting with casual notebooks and ending with scientific studies. "
"to begin with, the highest demand for winter is at twenty one o'clock and units near forty five thousand. ","to begin with, the highest demand for winter is at 9 p.m. and units near forty five thousand. "
"to begin with, the introduction of mobile phones, computers and other electronic devices brings generation to electronic addiction. ","to begin with, the introduction of mobile phones, computers and other electronic devices gave rise to electronic addiction. "
"to begin with, the monthly paid sum of money could discourage population from work at all. ","to begin with, the monthly paid sum of money could discourage population from work altogether. "
"to begin with, the most famous results of technological progress, the computers, have a detrimental effect on sight. ","to begin with, the most famous achievements of technological progress, the computers, have a detrimental effect on sight. "
"to begin with, the most widespread illness is blindness and harm on eyes and view. ","to begin with, the most widespread disease is blindness and harm on eyes and view. "
"to begin with, the number of characteristics we are born with has influence in the way we realize the world around us and use knowledges we get from the experience i mean, some particular personal characteristics make us something particularly convenient for us. ","to begin with, the number of characteristics we are born with has influence in the way we perceive the world around us and use knowledges we get from the experience i mean, some particular personal characteristics make us something particularly convenient for us. "
"to begin with, the reasons of spending less time parents with children in development of education and increased of job competition, therefore many ""millennium"" people want to have financial safety and successful career. ","to begin with, the reasons of spending less time  with children in development of education and increased of job competition, therefore many ""millennium"" people want to have financial security and successful career. "
"to begin with, the vital reason for visiting libraries in both years is borrow/return books (from 55 recent to 65). ","to begin with, the vital reason for visiting libraries in both years is borrow/return books (from 55 percent to 65). "
"to begin with, using modern gadgets can cause problems with our sight. ","to begin with, using modern gadgets can cause problems with our eyesight. "
"to begin with, we can witness, that the percent of metals and food products is far higher at the second chart, while the percent of machinery is far higher at the first chart which illustrates goods transported by rail. ","to begin with, we can observe, that the percent of metals and food products is far higher at the second chart, while the percent of machinery is far higher at the first chart which illustrates goods transported by rail. "
"to begin with, when people are born, they always looking by their family, but when person become older he or she has to understand what happening in society and in some keys our environment influence to us. ","to begin with, when people are born, they are always looked after by their family, but when person become older he or she has to understand what happening in society and in some cases our environment influence to us. "
"to begin with, work a lot provides a lot of capabilities. ","to begin with, work a lot provides a lot of opportunities. "
"to begin with,a lot of children are under of the control of their parents. ","to begin with,a lot of children are under the control of their parents. "
"to begin, graph shows that in 1970 there were abundance of energy from fossil fuels in china (nearly all), in contrast india produced only nearly a third of all energy. ","to begin with, graph shows that in 1970 there were abundance of energy from fossil fuels in china (nearly all), in contrast india produced only nearly a third of all energy. "
"to begin, it goes without saying that creators of music and films lose their money because of pirate copies. ","to begin with, it goes without saying that creators of music and films lose their money because of pirate copies. "
"to begin, it is remarkable that the population size remained stable until 1800. ","to begin, it is remarkable that the population rate remained stable until 1800. "
"to begin, manufactured goods took the second big pattern after the ratio of 25 per cent and among the goods transported by road with 28 per cent. ","to start, manufactured goods took the second big pattern after the ratio of 25 per cent and among the goods transported by road with 28 per cent. "
"to begin, the chart deals with worldwide indicators in 2014 and 2015. ","to begin with, the chart deals with worldwide indicators in 2014 and 2015. "
"to begin, the graph, which shows the investment by total world, rise steadily during 2006 to 2008. ","to begin with, the graph, which shows the investment by total world, rise steadily during 2006 to 2008. "
"to begin, the unemployment rate in north africa remained the same in 2014 and 2015 and was the highest among the given world regions, accounting for 12,5 percent in both years. ","to begin with, the unemployment rate in north africa remained the same in 2014 and 2015 and was the highest among the given world regions, accounting for 12,5 percent in both years. "
"to begin, the use of technologies means long lasting period of time spending in front of computer or tv-screen. ","to start, the use of technologies means long lasting period of time spending in front of computer or tv-screen. "
"to begin, those who believe that downloading of music and movies is extremely bad for musicians and producers are completely right. ","to begin with,, those who believe that downloading of music and movies is extremely bad for musicians and producers are completely right. "
"to change the situation, some suggest that government should financially support local film industries. ","to change the situation, some people suggest that government should financially support local film industries. "
"to cite an example, due to sacrifactions people could spend earning money on something like to have a trip and relax in any island, or to skill themselves in any spheres, to try something that could not be envisaged by people who just prefer to spare time and do nothing. ","to cite an example, due to sacrifactions people could spend earning money on something like to have a trip and relax in any island, or to get skilled in any spheres, to try something that could not be envisaged by people who just prefer to relax and do nothing. "
"to come back to the point raised at the beginning, i would say that among different ways of improving public health, developing of sports idea in the greatest.","to come back to the point raised at the beginning, i would say that among various ways of improving public health, developing of sports idea in the greatest."
to compare 2014 and 2015 we could notice that in middle east and latin america the unemployment rate bring down. ,to compare 2014 and 2015 we could notice that in middle east and latin america the unemployment rate fells down. 
"to compare the countries, both in yemen and italy there are the most of people are in 15-59 years, however the people of 60 plus years are more in italy than in yemen. ","to compare the countries, both in yemen and italy there are the most of people are in 15-59 years old, however the people of 60 plus years are more in italy than in yemen. "
"to compare the data of machinery in both of this given charts, it is clear that the numbers in goods of transported by rail have 12 percent , while in goods of transported by road it takes only 2 percent .","to compare the data  machinery in both of this  charts, it is clear that the part in goods of transported by rail have 12 percent , while in goods of transported by road it takes only 2 percent ."
to compare the percentage of old people in yemen and italy it is huge difference in it. ,to compare the percentage of old people in yemen and italy it is huge difference between them. 
"to compare these two countries, we can find that population in yemen is younger than in italy. ","to compare these two countries, we can say that population in yemen is younger than in italy. "
"to conclude i may say that this topic is controversial, but i would rather support the idea that buildings should be produced as a works of art, so architects should think more about this than about other purposes of a building. ","to conclude i may say that this topic is controversial, but i would rather support the idea that buildings should be produced as a works of art, so architects should think more about this rather than about other purposes of a building. "
to conclude i would say that total number of minutes in billions by telephone local-fixed line calls in the uk was the leader at this industry.,to conclude i would say that total duration by telephone local-fixed line calls in the uk was the leader at this industry.
"to conclude it all, the most obvious fact is that metal goods are on the first position in the rail transport, while food products take the first place in the road transportation.","to conclude it all, the most obvious fact is that metal goods are on the first position in the rail transportation, while food products take the first place in the road transportation."
"to conclude it should be noted that there are a lot of variants how to punish dishonest sportsmen, but we should do this using rational approach.","to conclude it should be noted that there are a lot of ways how to punish dishonest sportsmen, but we should do this using rational approach."
"to conclude the argument of essay, people who download pirate illegal files of music and films etc, should be punished because these people do unlawful things. ","to conclude the argument of essay, people who download pirate illegal files of music and films etc, should be punished because these people do illegalful things. "
to conclude there is a significant difference between russia's temperature indexes and brazil's figures.,to conclude there is a significant difference between russia's temperature values and brazil's figures.
"to conclude with, i want to say that in spite of any researches my opinion was not changed and i still think that although the characteristics we are born with have much influence on our behaviour, despite this fact, surrounding and people that s","to conclude with, i want to say that in spite of some researches my opinion was not changed and i still think that although the characteristics we are born with have much influence on our behaviour, despite this fact, surrounding and people that s"
"to conclude, africa had the biggest amount of children, who could not learn subjects at school.","to conclude, africa had the biggest numbers of children, who could not learn subjects at school."
"to conclude, i absolutely agree with the statement that sport facilities are essential for health of population as a whole. ","to conclude, i absolutely agree with the statement that sport facilities are essential for health of population on the whole. "
"to conclude, i am convinced that if we want a world full of good citizens who do not break laws, policy should take care of all online crimes. ","to conclude, i am convinced that if we want a world full of good citizens who do not break laws, police should take care of all online crimes. "
"to conclude, i believe that in order to prevent or at least slow down the process of air pollution, the quantity of air traveling should be reduced by government.","to conclude, i believe that in order to prevent or at least slow down the process of air pollution, the number of air flights should be reduced by government."
"to conclude, i can say that producing food is for only own population is necessary but it seems me that these actions have more disadvantages than benefits. ","to conclude, i can say that producing food is for only own population is necessary but it seems to me that these actions have more disadvantages than benefits. "
"to conclude, i consider that pirate copying should not be punished, as cultural development of the society must be in priority before some amount of money lost by another media producer.","to conclude, i consider that pirate copying should not be punished, as cultural development of the society must be a priority before some amount of money lost by another media producer."
"to conclude, i have to say that allowing only same amount of male and female students in every class seems to be a useless and irrelevant way of fighting against the discrimination. ","to conclude, i have to say that allowing only same number of male and female students in every class seems to be a useless and irrelevant way of fighting against the discrimination. "
"to conclude, i must say that everything that artist do should have a measure and be controlled, because otherwise humanity will be influenced by crazy people and will not progress.","to conclude, i must say that everything that artist do should be in good measure and be controlled, because otherwise humanity will be influenced by crazy people and will not make any progress."
"to conclude, i would like to mention that even nowadays the situation is rather different than it was one century ago, some universities carry on accepting more applications from male students in every subject than from females. ","to conclude, i would like to mention that even though nowadays the situation is rather different from it was one century ago, some universities carry on accepting more applications from male students in every subject than from females. "
"to conclude, i would like to note that family has the biggest influence in any child's life. ","to conclude, i would like to note that family has the biggest onfluence in any child's life. "
"to conclude, i would like to note that it seems to be impossible to decrease the level of air travels or fully deny from them in a modern world, but governments and society should try to get compromise and take measures for saving the environment from negative influence of human activity. ","to conclude, i would like to note that it seems to be impossible to decrease the level of air travels or fully deny from them in a modern world, but governments and society should try to reach compromise and take measures for saving the environment from negative influence of human activity. "
"to conclude, i would like to reckon the fact that each person should decide for him or herself what style of life is characterised him or her precisely. ","to conclude, i would like to mention the fact that each person should decide for him or herself what style of life is more suitable for him or her precisely. "
"to conclude, i would like to say that all building has to serve their own purpose; however, sometimes this purpose is to make people happy and leave them memorable moments about certain place. ","to conclude, i would like to say that all building has to serve their own purpose; however, sometimes this purpose is to make people happy and leave them memorable moments about a certain place. "
"to conclude, i would like to say that electricity is one of the most important factors in everyday life it's hard to imagine our being without it.","to conclude, i would like to say that electricity is one of the most important needs in everyday life it's hard to imagine our being without it."
"to conclude, i would like to say that if we really want to be healthy we should take care about our body ourselves, but of course with the help of the state, and the best way to do it is to use all ways which i have named above.","to conclude, i would like to say that if we really want to be healthy we should take care about our body ourselves, but of course with the help of the state, and the best way to do it is to use all tools which i have named above."
"to conclude, i would like to underline one more time emphasis of principle, that every evidence is unique and should be judged very carefully.","to conclude, i would like to underline one more time the importance of principle, that every evidence is unique and should be judged very carefully."
"to conclude, i would like to underline the fact that the offered idea of equal number of male and female students accepted to a university is not only ineffective, but also poses a problem of discrimination.","to conclude, i would like to underline the fact that the suggested idea of equal number of male and female students accepted to a university is not only ineffective, but also poses a problem of discrimination."
"to conclude, i would like to underline the key idea of my point of view - having the ability to help the others would definitely save millions of lives. ","to conclude, i would like to restate the key idea of my point of view - having the ability to help the others would definitely save millions of lives. "
"to conclude, i'd like to say that despite the fact the appearence of building is not the most important thing, we should let architects to create something new and beautiful, because art really attracts people. ","to conclude, i'd like to say that despite the fact that the appearence of building is not the most important thing, we should let architects to create something new and beautiful, because art really attracts people. "
"to conclude, i'd like to say, that producers or film creators and internet users must create an agreement, which would not only protect their property rights, but also will be comfortable for internet users. ","to conclude, i'd like to say, that producers or film creators and internet users must make an agreement, that would not only protect their property rights, but also will be comfortable for internet users. "
"to conclude, all the countries of this graph have tendency to reduce their percentage difference in earnings between men and women between 1980 and 1995 because after movement of women' emancipation women began to work and not to depend on their men. ","to conclude, all the countries of this graph have tendency to reduce their percentage difference in earnings between husbands and women between 1980 and 1995 because after the movement of women' emancipation women began to work and not to depend on their men. "
"to conclude, all the people who are eager to listen to music or watch movies have to reset their mindset considering the perception of both of those things as the same work as, for example, doctor or economist, which means it should not be paid and not partially. ","to conclude, all the people who are eager to listen to music or watch movies have to reset their mindset considering the perception of both of those things as the same job as, for example, doctor or economist, which means it should not be paid and not partially. "
"to conclude, although implementation of this system may have several drawbacks, it is likely to provide citizens with a necessary sum of money, which sometimes can save their lives and even make them better. ","to conclude, although implementation of this system may have several drawbacks, it is likely to provide citizens with a necessary amount of money, which sometimes can save their lives and even make them better. "
"to conclude, as it may be seen from the provided chart the goods which transported by railway very often is metals;however, by road - food products.","to conclude, as it may be seen from the provided chart the goods that transported by railway very often is metals;however, by road - food products."
"to conclude, comparison of this rates of unemployment shows, that the higher unemployment in n. africa, and the lowest in s. asia. ","to conclude, comparison of this rates of unemployment rate shows, that the higher unemployment in n. africa, and the lowest one in s. asia. "
"to conclude, despite the fact the birth rate and dearth rate fluctuate, the steady increase in the size of population in the usa can be observed.","to conclude, despite the fact that the birth rate and dearth rate fluctuate, the steady increase in the size of population in the usa can be observed."
"to conclude, governments of all countries have been providing successful primary education policy in the period from 2000 to 2012 that allows many children to go to the first form.","to conclude, governments of all countries have been providing successful primary education policy in the period from 2000 to 2012 that allows many children to be enrolled in the first grade."
"to conclude, i would like to emphasize that indeed people try to more money instead of spending leisure. ","to make conclude, i would like to emphasize that indeed people try to more money instead of spending leisure. "
"to conclude, if architects can create a mix of beauty and functionality, there works are going to become the best the world have ever seen. ","to conclude, if architects can create a mix of beauty and functionality, their works are going to become the best the world have ever seen. "
"to conclude, instead of gradual growth of employed people in latin america and middle east, the statistics of worldwide number of unemployment did not change to the year of 2015 and present 5,9 percent . ","to conclude, in spite of gradual growth of employed people in latin america and middle east, the statistics of worldwide rate of unemployment did not change to the year of 2015 and present 5,9 percent . "
"to conclude, it is necessary to mention that the problem is extremely actual and up-to date. ","to conclude, it is necessary to mention that the problem is acute and up-to date. "
"to conclude, it is should be mention that producing only for our population can be really good for some reasons. ","to conclude, it is should be mention that producing only for the country's own population can be really good for some reasons. "
"to conclude, it is up to a person whether to maintain such point of view or prefer and probably live in a country that help others. ","to conclude, it is up to a person whether to support such point of view or prefer and probably live in a country that help others. "
"to conclude, it is very important by whom the scientific projects are payed for and this aspect play a leading role in science developing. ","to conclude, it is very important by whom the scientific projects are funded and this aspect play a leading role in science developing. "
"to conclude, it is vital to mention that facebook has the obvious importance for all people including all ages. ","to conclude, it is vital to mention that facebook has the obvious importance for all people of all ages. "
"to conclude, it is vitally important to solve the problem and many more issues can be taken. ","to conclude, it is vitally important to solve the problem and many more measures can be taken. "
"to conclude, it wanna say that business in the developing countries is a good way for all world. ","to conclude, it wanna say that business in the developing countries is a good way for the whole world. "
"to conclude, mentality and mindsets of different people vary greatly, that is why they tend to act differently in their decisions and thoughts. ","to conclude, mentality and mindsets of different people vary greatly, that is why they tend to behave differently in their decisions and thoughts. "
"to conclude, our governments should be reasonable and take into account all advantages and disadvantages of flight-limiting pleasures in pursuit of ecology. ","to conclude, our governments should be responsible and take into account all advantages and disadvantages of flight-limiting pleasures for benefit of ecology. "
"to conclude, society needs happy persons because they made our existence better in many spheres. ","to conclude, society needs happy people because they made our existence better in many spheres. "
"to conclude, the banning of sportsmen because of their drugs-taking is a strong punishment, however from my point of view it should be temporary as denying for the rest of their lives causes many negative outcomes both for athlete and his country.","to conclude, the banning of sportsmen because of their drugs-taking is a strong punishment, however from my point of view it should be temporary as denying for the rest of their lives causes many negative results both for athlete and his country."
"to conclude, the changes in temperature of the warmest month show two-time decline, at the same time temperature variety in winter is not so noticeable. ","to conclude, the changes in temperature of the warmest month show double decline, at the same time temperature variety in winter is not so noticeable. "
"to conclude, the number of visits abroad by uk residents and visits to the country growed, and travel from the uk to france, spain, usa, greece and turkey was very popular.","to conclude, the number of visits abroad by uk residents and visits to the country increased, and travel from the uk to france, spain, usa, greece and turkey was very popular."
"to conclude, the overall trend is increasing proportion of 65-65-aged and over population in a few decades after 2020.","to conclude, the overall trend is increasing proportion of 65-65-aged and over population in several decades after 2020."
"to conclude, there are both advantages and disadvantages in the strategy of moving their business to poorer countries. ","to conclude, there are both advantages and disadvantages in the strategy of moving the business to poorer countries. "
"to conclude, there are some ways that can help tackle this problem, and people should use it to make their everyday life comfortable and healthy.","to conclude, there are some ways to tackle this problem, and people should use it to make their daily life more comfortable and healthy."
"to conclude, there are such health problems, due to hi-tech, as heart attacks and bad vision, but future developing of technologies in more healthy way and using them for motivation for motivation for active lifestyle may reduce the negative influence on people.","to conclude, there are such health problems, due to hi-tech, as heart attacks and bad eyesight, but future developing of technologies in more healthy way and using them  for motivation for active lifestyle may reduce the negative influence on people."
"to conclude, there is a remarkable difference between the goods' range transported by rail and by road","to conclude, there is a remarkable difference between what goods were transported by rail and by road"
"to conclude, there is a tendency of growing in number of people, who are 65 and older. ","to conclude, there is an upward trend of number of people, who are 65 and older. "
"to conclude, there is some same features in the charts but majority of metals was transported by rail whilst majority of food products was transported by road, not by rail.","to conclude, there is some similar features in the charts but majority of metals was transported by rail whilst majority of food products was transported by road, not by rail."
"to conclude, this essay shows that one of the main solutions to reduce the among of health problems caused by technologies is being more active and spending more time outdoors.","to conclude, this essay shows that one of the main solutions to reduce the amount of health problems caused by technologies is being more active and spending more time outdoors."
"to conclude, though there are different points of view about this controversial issue, i am inclined to believe that it is far more beneficial for the government to maintain the balance between its effort on global and local level rather then prefer one of them. ","to conclude, even though there are different points of view about this controversial issue, i am inclined to believe that it is far more beneficial for the government to maintain the balance between its effort on global and local level rather then prefer one of them. "
"to conclude, trends that displayed in this chart are different, so while some countries refused from printed books, other still prefer them to electronic ones.","to conclude, trends that are displayed in this chart are different, so while some countries refused from printed books, other still prefer them to electronic ones."
"to conclude, we can say that from 1750 to 2000 the population of the usa has been growing up. ","to conclude, we can say that from 1750 to 2000 the population of the usa had grown up. "
"to conclude, we definitely should use air transport less, since it pollutes air and causes to bigger environmental problems. ","to conclude, we definitely should use air transport less, since it pollutes air and leads to bigger environmental problems. "
"to conclude, young crimes are upsurging, which is a problem leading to serious negative effects on the society. ","to conclude, delinquency are upsurging, which is a problem leading to serious negative effects on the society. "
"to conclude; i'll say that free share is a mechanism which helps not only public, but to an author as well. ","to conclude; i'll say that free share is a mechanism that helps not only public, but to an author as well. "
"to conclusion, i want to say that for are all characteristics is important for our development, but the main idea is development - you should to become as better as you want, and you have everything what you want.","in conclusion, i want to say that for are all characteristics is important for our development, but the main idea is development - you should to become as better as you want, and you have everything what you want."
"to conclusion, by comparison with other countries the japan has the highest percentage of difference in male and female salaries over the all period of time and this tendency remain stable. ","in conclusion, by comparison with other countries the japan has the highest percentage of difference in male and female salaries over the all period of time and this tendency remain stable. "
"to continue arguments of discussion there are many people, who download pirate files by buying the original discs. ","to continue arguments of discussion there are many people, who upload pirate files by buying the original discs. "
"to continue the topic, i can say, that this problem with bad behaviour of pupils can solve. ","moreover, i can say, that this problem with bad behaviour of pupils can solve. "
"to continue with, it is ridiculous to ban business trips by planes because problems must be solved fast and plane is the most quick machine in comparison with others therefore busy people really appreciate this kind of transport. ","to continue with, it is ridiculous to ban business trips by planes because problems must be solved fast and plane is the most quick vehicle in comparison with others therefore busy people really appreciate this kind of transport. "
