source,target
i would be grateful if you would consider my suggestion.,i would be grateful if you would consider my suggestion.
i look forward to your answer.,i look forward to your answer.
"yours sincerely,","yours sincerely,"
"it was dangerous, but i knew i had to do it.","it was dangerous, but i knew i had to do it."
i decided to stay at home and listen to music.,i decided to stay at home and listen to music.
i switched off the lights and i was sitting in bed.,i switched off the lights and i was sitting in bed.
"while i was listening to my favourite cassette, i heard a strange noise.","while i was listening to my favourite cassette, i heard a strange noise."
immediately i opened my door and...,immediately i opened my door and...
i could not believe my eyes!,i could not believe my eyes!
i realised that he was very strong.,i realised that he was very strong.
but i was faster and more intelligent than him.,but i was faster and more intelligent than him.
to my relief i managed to survive!,to my relief i managed to survive!
what kind of clothes will i need in the u.s.a. in july?,what kind of clothes will i need in the u.s.a. in july?
probably summer clothes mostly?,probably summer clothes mostly?
hope to hear from you soon.,hope to hear from you soon.
there are always too many people there.,there are always too many people there.
"furthermore, it takes too long to find something you need in unfamiliar stores.","furthermore, it takes too long to find something you need in unfamiliar stores."
"sometimes i go to the local market, but not on my own.","sometimes i go to the local market, but not on my own."
"otherwise shopping is not so bad, as you get what you want in the end.","otherwise shopping is not so bad, as you get what you want in the end."
"dear jane clark,","dear jane clark,"
"in contrast with the halls, the concerts were great and i saw everybody enjoyed then.","in contrast with the halls, the concerts were great and i saw everybody enjoyed then."
"in order to attract more people with different interests, the films and plays should be increased.","in order to attract more people with different interests, the films and plays should be increased."
"dear elinor,","dear elinor,"
the school rules are horrible here.,the school rules are horrible here.
however we are free at home.,however we are free at home.
"if you don't, you hear the same word every day, ""study, study, study""!","if you don't, you hear the same word every day, ""study, study, study""!"
nobody likes to study but we have to.,nobody likes to study but we have to.
"love,","love,"
i am happy to receive it.,i am happy to receive it.
of course i will able to go to camp california in the u.s.a.,of course i will able to go to camp california in the u.s.a.
"this prize, i can choose two activities, can't you.","this prize, i can choose two activities, can't you."
"so, i am going to choose golf and tennis.","so, i am going to choose golf and tennis."
"when i join this camp, what kind of clothes should i carry?","when i join this camp, what kind of clothes should i carry?"
dear kim.,dear kim.
hello kim.,hello kim.
how are you?,how are you?
i am well.,i am well.
can you believe it?,can you believe it?
i was so happy.,i was so happy.
"of course, i could enjoy this concert, as well","of course, i could enjoy this concert, as well"
"if i got a chance, i would like to work for creative companies, i hope.","if i got a chance, i would like to work for creative companies, i hope."
"dear sir/madam,","dear sir/madam,"
i was so disappointed!,i was so disappointed!
!,!
i was really angry!,i was really angry!
"lastly, with reference to ticket prices, your theatre hadn't any discounts even for children.","lastly, with reference to ticket prices, your theatre hadn't any discounts even for children."
i had to buy an adult ticket for my child and spent more money than i had expected.,i had to buy an adult ticket for my child and spent more money than i had expected.
i am sure you can imagine what i felt.,i am sure you can imagine what i felt.
i am also sure you can refund my money.,i am also sure you can refund my money.
i look forward to hearing from you.,i look forward to hearing from you.
"yours faithfully,","yours faithfully,"
kwa phat sun.,kwa phat sun.
"dear tae,","dear tae,"
how are you getting on?,how are you getting on?
i'm fine.,i'm fine.
"having talked with you a couple of weeks ago, i'd like to give you some information.","having talked with you a couple of weeks ago, i'd like to give you some information."
don't be surprised!,don't be surprised!
her best detective stories are going to be read on the radio this sunday evening at 18:00.,her best detective stories are going to be read on the radio this sunday evening at 18:00.
i'm sure you'll be pleased.,i'm sure you'll be pleased.
you are supposed to listen to them.,you are supposed to listen to them.
"as well as this, the stories are going to be read in english.","as well as this, the stories are going to be read in english."
it will be fantastic!,it will be fantastic!
what i'd like to say is you should listen to them.,what i'd like to say is you should listen to them.
i hope you're happy to receive my letter and am looking forward to hearing from you.,i hope you're happy to receive my letter and am looking forward to hearing from you.
"best wishes,","best wishes,"
kwa phat sun,kwa phat sun
"dear sir/madam,","dear sir/madam,"
"last night i went to the circle theatre to see the show ""over the rainbow"", and i have to say that i had a very disappointing evening, even though i heard that the show was exciting.","last night i went to the circle theatre to see the show ""over the rainbow"", and i have to say that i had a very disappointing evening, even though i heard that the show was exciting."
"yours faithfully,","yours faithfully,"
"unfortunately, pat wasn't very good at keeping secrets.","unfortunately, pat wasn't very good at keeping secrets."
pat and i had been friends for a long time and as my best friend he knew all my secrets.,pat and i had been friends for a long time and as my best friend he knew all my secrets.
i called him and we had a big argument.,i called him and we had a big argument.
1st.,1st.
"march, 2000","march, 2000"
"dear mr. robertson,","dear mr. robertson,"
"however, i am writing to suggest a special activity while we are in london.","however, i am writing to suggest a special activity while we are in london."
the students in my class have just seen the advertisement for a show in today's edition of the times.,the students in my class have just seen the advertisement for a show in today's edition of the times.
there will be the london fashion and leisure show in central exhibition hall on the 14th of march.,there will be the london fashion and leisure show in central exhibition hall on the 14th of march.
i look forward to hearing from you.,i look forward to hearing from you.
"yours sincerely,","yours sincerely,"
many people think that it is natural for famous people to be followed by journalists all the time because they are famous and everybody is curious about their life.,many people think that it is natural for famous people to be followed by journalists all the time because they are famous and everybody is curious about their life.
"however, in my opinion, famous people, such as politicians and film actors, deserve to have a private life.","however, in my opinion, famous people, such as politicians and film actors, deserve to have a private life."
"therefore, even famous people need their own life apart from the media.","therefore, even famous people need their own life apart from the media."
steve galliano,steve galliano
in the former some of the most important physical laws are experimentally verified by the students with the help of an assistant.,in the former some of the most important physical laws are experimentally verified by the students with the help of an assistant.
in the latter many chemical reactions may be reproduced to show to the students the resulting effects and the final compounds generated.,in the latter many chemical reactions may be reproduced to show to the students the resulting effects and the final compounds generated.
dear helen ryan:,dear helen ryan:
my name is julia sanches and i have won first prize in your competition.,my name is julia sanches and i have won first prize in your competition.
"about the activities, i would like to do basketball and surfing.","about the activities, i would like to do basketball and surfing."
i play basketball at school twice a week and i enjoy it.,i play basketball at school twice a week and i enjoy it.
i look forward to receiving your letter.,i look forward to receiving your letter.
"yours sincerely,","yours sincerely,"
julia sanches,julia sanches
is evil interesting?,is evil interesting?
but isn't evil interesting?,but isn't evil interesting?
"he is the main character, although he is mean, cruel and uningative.","he is the main character, although he is mean, cruel and uningative."
he controls the other people using the power of his mind.,he controls the other people using the power of his mind.
"dear sir or madam,","dear sir or madam,"
yours faithfully.,yours faithfully.
boucher jean-pierre.,boucher jean-pierre.
"unfortunately, pat wasn't very good at keeping secrets.","unfortunately, pat wasn't very good at keeping secrets."
"dear mr. smith,","dear mr. smith,"
"i went to see ""over the rainbow"" last saturday and i had a very disappointing evening.","i went to see ""over the rainbow"" last saturday and i had a very disappointing evening."
i am looking forward to hearing from you soon.,i am looking forward to hearing from you soon.
how has modern technology changed your daily life?,how has modern technology changed your daily life?
the day after i get everything at home by post.,the day after i get everything at home by post.
"you have a lot of things to do, to see, to learn.","you have a lot of things to do, to see, to learn."
it is too big to tell everybody about what you can do!,it is too big to tell everybody about what you can do!
"i hope i will help them, i am sure i will!","i hope i will help them, i am sure i will!"
"in your advertisement you've mention ""danny brook"" would be starring and as it turned out it was a different danny brook.","in your advertisement you've mention ""danny brook"" would be starring and as it turned out it was a different danny brook."
i hope to hear from you soon.,i hope to hear from you soon.
(rumgopol rinsook).,(rumgopol rinsook).
"you can just ""pop down the road"" and go shopping.","you can just ""pop down the road"" and go shopping."
dear mr robertson,dear mr robertson
all our class like to see the beautiful pictures which were drawn by brilliant artists and painters.,all our class like to see the beautiful pictures which were drawn by brilliant artists and painters.
we saw an advertisement for the london fashion and leisure show and our class would like to go to the show.,we saw an advertisement for the london fashion and leisure show and our class would like to go to the show.
i think you'll agree that we have changed your programme.,i think you'll agree that we have changed your programme.
thank you very much.,thank you very much.
bye,bye
hello,hello
"i'm going to write about ""the home of the future"".","i'm going to write about ""the home of the future""."
bye.,bye.
"dear mr brown,","dear mr brown,"
danny brook was the reason that most people came to see the show.,danny brook was the reason that most people came to see the show.
"so, i went home as fast as i could to write you this letter.","so, i went home as fast as i could to write you this letter."
there are millions of things you can do with a computer.,there are millions of things you can do with a computer.
millions of people use computers for this reason.,millions of people use computers for this reason.
the general conclusion about computers is that they help people to have easier lives by doing hard work and helping them.,the general conclusion about computers is that they help people to have easier lives by doing hard work and helping them.
"dear sir/madam,","dear sir/madam,"
i am writing with reference to a musical show i saw recently in your theatre.,i am writing with reference to a musical show i saw recently in your theatre.
yours faithfully,yours faithfully
one day maria and her mother returned home and found a letter.,one day maria and her mother returned home and found a letter.
they had been so happy for 15 years.,they had been so happy for 15 years.
they had gone everywhere together and laughed a lot.,they had gone everywhere together and laughed a lot.
now everything was over.,now everything was over.
"so she decided to tell pat, her lovely pat.","so she decided to tell pat, her lovely pat."
she was so understanding.,she was so understanding.
"mrs ryan,","mrs ryan,"
thank you very much.,thank you very much.
g morin,g morin
life at school is made of several things.,life at school is made of several things.
dear mr robertson,dear mr robertson
i am writing to request your permission for us to visit the london fashion and leisure show on 14th march.,i am writing to request your permission for us to visit the london fashion and leisure show on 14th march.
moreover some students think that they would like to do fashion studies in future.,moreover some students think that they would like to do fashion studies in future.
i look forward to hearing from you soon.,i look forward to hearing from you soon.
yours sincerely,yours sincerely
she had no private life even though she wanted to be alone.,she had no private life even though she wanted to be alone.
i understand she had a good reason to be chased by it.,i understand she had a good reason to be chased by it.
"moreover, many people love to watch a gossip programme on tv or in a magazine.","moreover, many people love to watch a gossip programme on tv or in a magazine."
it is one of fun in our life.,it is one of fun in our life.
"on balance,","on balance,"
"dear jane clark,","dear jane clark,"
i am writing about an annual international arts festival with a good impression.,i am writing about an annual international arts festival with a good impression.
i have spent two days on it which was exciting.,i have spent two days on it which was exciting.
"however, i would like to make a suggestion that you could consider for it.","however, i would like to make a suggestion that you could consider for it."
i suppose more countries are going to be informed even during and after the events.,i suppose more countries are going to be informed even during and after the events.
i see you might not have had much time to be well-organised.,i see you might not have had much time to be well-organised.
"as well as that, i expect you plays and films are performed more.","as well as that, i expect you plays and films are performed more."
"even if the majority of my friends had a good time there i saw some people would anticipate it, because there were many people who were impressed in it.","even if the majority of my friends had a good time there i saw some people would anticipate it, because there were many people who were impressed in it."
"finally, i would like to see the good side of things about the weekend ticket.","finally, i would like to see the good side of things about the weekend ticket."
that's how i am feeling about that.,that's how i am feeling about that.
yours sincerely,yours sincerely
"dear george,","dear george,"
thank you for your letter.,thank you for your letter.
i could be interested in your letter.,i could be interested in your letter.
but it is quite different rather than you.,but it is quite different rather than you.
becoming more strict gradually at home that at school is true as you said.,becoming more strict gradually at home that at school is true as you said.
"nowadays while my country is developing, most people are very busy, so they can't bring up their children.","nowadays while my country is developing, most people are very busy, so they can't bring up their children."
i think the rule of school has many thing stoping students doing.,i think the rule of school has many thing stoping students doing.
"for example, if students behave wrongly at school, they will have some punishments even up to now.","for example, if students behave wrongly at school, they will have some punishments even up to now."
looking forward to hearing from you.,looking forward to hearing from you.
yours,yours
danny brook was one of my best friends while i was at university.,danny brook was one of my best friends while i was at university.
"but as the show began, i realised that the actor was someone different, his name was tim paradise.","but as the show began, i realised that the actor was someone different, his name was tim paradise."
sincerely:,sincerely:
"unfortunately, pat wasn't very good at keeping secrets.","unfortunately, pat wasn't very good at keeping secrets."
"and after having corrected all of them, our teacher told us we had to repeat the exam because he realised we knew what the answers were.","and after having corrected all of them, our teacher told us we had to repeat the exam because he realised we knew what the answers were."
"dear helen ryan,","dear helen ryan,"
i'm writing to you with regard to the letter i've just received as i wish to give you some further information about myself.,i'm writing to you with regard to the letter i've just received as i wish to give you some further information about myself.
i've also chosen singing.,i've also chosen singing.
"i'm an awful singer, but i would like to learn.","i'm an awful singer, but i would like to learn."
"yours sincerely,","yours sincerely,"
nuria,nuria
valverde.,valverde.
have you ever asked yourself which lessons or activities should be filmed in the school video?,have you ever asked yourself which lessons or activities should be filmed in the school video?
"well, i've just polled some students and here are their responses.","well, i've just polled some students and here are their responses."
"the vast majority say maths and history should be filmed too, because they love these subjects and think they are very interesting and are also great fun.","the vast majority say maths and history should be filmed too, because they love these subjects and think they are very interesting and are also great fun."
nuria valverde.,nuria valverde.
to manager.,to manager.
my name is sam.,my name is sam.
"i would like to inform you that your advertisement mentions so many different things, so it spoilt a part of my journey.","i would like to inform you that your advertisement mentions so many different things, so it spoilt a part of my journey."
then i want to receive my money for the ticket.,then i want to receive my money for the ticket.
after reading your advertisement.,after reading your advertisement.
i went to your theatre to see 'over the rainbow' last night.,i went to your theatre to see 'over the rainbow' last night.
i was excited to see it.,i was excited to see it.
first of all the actor was different.,first of all the actor was different.
so i was disappointed.,so i was disappointed.
i had wanted to see danny brook in the show.,i had wanted to see danny brook in the show.
the movie started 20.15 not 19.30.,the movie started 20.15 not 19.30.
"after the show, i couldn't have my dinner in your theatre restaurant.","after the show, i couldn't have my dinner in your theatre restaurant."
the restaurant was closed because of being repaired.,the restaurant was closed because of being repaired.
so i ask you to return some money back.,so i ask you to return some money back.
"if you have something to ask, please call me.","if you have something to ask, please call me."
i will stay until the end of this month.,i will stay until the end of this month.
the number is 577-6277.,the number is 577-6277.
(hotel number).,(hotel number).
i wait to hear from you soon.,i wait to hear from you soon.
i think there is nothing not to be influenced by science and technology affects in our daily life nowadays.,i think there is nothing not to be influenced by science and technology affects in our daily life nowadays.
so i can read my book or do another thing.,so i can read my book or do another thing.
it would be terrible.,it would be terrible.
now i can't live without them.,now i can't live without them.
17th june 2000.,17th june 2000.
"dear sir,","dear sir,"
i look forward to receiving your prompt reply.,i look forward to receiving your prompt reply.
"yours faithfully,","yours faithfully,"
marcos almo bras de barodo.,marcos almo bras de barodo.
"in the same way, we can travel inside our country quickly and safely.","in the same way, we can travel inside our country quickly and safely."
"dear sir, or madam,","dear sir, or madam,"
what i'm trying to say is that this wasn't my perfect evening out and that i should get at least some money back!,what i'm trying to say is that this wasn't my perfect evening out and that i should get at least some money back!
"yours faithfully,","yours faithfully,"
"unfortunately, pat wasn't very good at keeping secrets.","unfortunately, pat wasn't very good at keeping secrets."
"as we know, carla and pat were good friends so carlotta would tell pat anything.","as we know, carla and pat were good friends so carlotta would tell pat anything."
"this time she told pat that she thought her dog, churls, was going to die.","this time she told pat that she thought her dog, churls, was going to die."
charles responds.,charles responds.
"""she said she was going to kill you!""","""she said she was going to kill you!"""
jacob shouts.,jacob shouts.
"when charles told carlotta what he knew, carlotta started crying.","when charles told carlotta what he knew, carlotta started crying."
they managed to sort everything out and carlotta never had anymore secrets.,they managed to sort everything out and carlotta never had anymore secrets.
"june 17th, 2000","june 17th, 2000"
"dear sir/madam,","dear sir/madam,"
"and, to make matters worse, the actor was not danny brook as the advertisement said.","and, to make matters worse, the actor was not danny brook as the advertisement said."
"finally, i found that the theatre restaurant was closed because there had been problems with one of the ovens.","finally, i found that the theatre restaurant was closed because there had been problems with one of the ovens."
"i am afraid something should be done about this, and i urge you to refund my ticket.","i am afraid something should be done about this, and i urge you to refund my ticket."
i am looking forward to receiving your response.,i am looking forward to receiving your response.
"yours faithfully,","yours faithfully,"
"it is often said that technology has changed our lives in many ways, and that we live better now.","it is often said that technology has changed our lives in many ways, and that we live better now."
"however, technology has also brought many problems to society.","however, technology has also brought many problems to society."
"as technology develops so fast, there are always new things to buy, and it also reduces the amount of jobs available, so it is getting hard to find a job.","as technology develops so fast, there are always new things to buy, and it also reduces the amount of jobs available, so it is getting hard to find a job."
"dear mr robertson,","dear mr robertson,"
many thanks for the programme you have organised.,many thanks for the programme you have organised.
"and, as you know we all are interested in fashion.","and, as you know we all are interested in fashion."
"yours sincerely,","yours sincerely,"
"it was dangerous, but i knew i had to do it.","it was dangerous, but i knew i had to do it."
"suddenly, i felt very tired and decided to go home.","suddenly, i felt very tired and decided to go home."
"my sister was standing, crying and showing the front door.","my sister was standing, crying and showing the front door."
"i took her in my arms and opened the door: my mother was sitting in a chair, reading a book, with blood all around her.","i took her in my arms and opened the door: my mother was sitting in a chair, reading a book, with blood all around her."
i finally realized that she was dead.,i finally realized that she was dead.
"dear helen,","dear helen,"
i've just seen your letter and i'm really delighted to have won the first prize in your competition.,i've just seen your letter and i'm really delighted to have won the first prize in your competition.
i look forward to hearing from you.,i look forward to hearing from you.
yours sincerely,yours sincerely
"during the show, i was behind them and i could see the spectators shouting and jumping with their and up.","during the show, i was behind them and i could see the spectators shouting and jumping with their and up."
best wishes,best wishes
"dear sir/madam,","dear sir/madam,"
"i was very pleased to receive your letter which informed me of my winning the first prize in your competition, namely two weeks at camp california in the usa.","i was very pleased to receive your letter which informed me of my winning the first prize in your competition, namely two weeks at camp california in the usa."
"to begin with, i would like to travel in july.","to begin with, i would like to travel in july."
"this is the only possible time for me, as the school holiday starts on the 29th of june.","this is the only possible time for me, as the school holiday starts on the 29th of june."
"referring to the possibilities of accommodation, i'd prefer log cabins to tents.","referring to the possibilities of accommodation, i'd prefer log cabins to tents."
"secondly, i do not like tents.","secondly, i do not like tents."
"i have never played golf actually, but i would love to try something new.","i have never played golf actually, but i would love to try something new."
i just love singing.,i just love singing.
"especially in summer, clothes get dirty very easily.","especially in summer, clothes get dirty very easily."
"lastly, does the prize include pocket money?","lastly, does the prize include pocket money?"
"if not, i will have to bring some with me.","if not, i will have to bring some with me."
i look forward to hearing from you at your earliest convenience.,i look forward to hearing from you at your earliest convenience.
yours faithfully,yours faithfully
mee-yon areum.,mee-yon areum.
shopping is not always enjoyable.,shopping is not always enjoyable.
and buying them.,and buying them.
it sounds nice and shopping is great fun - or it should be.,it sounds nice and shopping is great fun - or it should be.
nowadays shopping can be very stressful.,nowadays shopping can be very stressful.
"nevertheless, the nightmare starts when you enter the shopping mall or the passage, which is terribly crowded.","nevertheless, the nightmare starts when you enter the shopping mall or the passage, which is terribly crowded."
in such a situation your friends or the people you are shopping with get lost very easily and looking for them can be very tiring.,in such a situation your friends or the people you are shopping with get lost very easily and looking for them can be very tiring.
"of course, shopping is not always so unpleasant, but sometimes it is simply better to stay at home.","of course, shopping is not always so unpleasant, but sometimes it is simply better to stay at home."
dear sir or madam:,dear sir or madam:
- the show started at 20:15 and not at 19.30.,- the show started at 20:15 and not at 19.30.
i look forward to your reply.,i look forward to your reply.
"yours faithfully,","yours faithfully,"
manuel juan sargo,manuel juan sargo
dear helen ryan,dear helen ryan
i am writing to inform you about your question.,i am writing to inform you about your question.
i think it is more convenient than in tents.,i think it is more convenient than in tents.
thank you for your invitation.,thank you for your invitation.
yours sincerely,yours sincerely
shopping is not always enjoyable.,shopping is not always enjoyable.
even the young girl wants to go shopping with mum.,even the young girl wants to go shopping with mum.
you could go shopping for some rest to the high street or a department store.,you could go shopping for some rest to the high street or a department store.
"if you remember these two things at least, you could enjoy the shopping.","if you remember these two things at least, you could enjoy the shopping."
to:,to:
from:,from:
there were a lot of activities for everyone.,there were a lot of activities for everyone.
i had a chance to see amazing pictures with wezy painted by russian painters.,i had a chance to see amazing pictures with wezy painted by russian painters.
there was an excellent jazz concert.,there was an excellent jazz concert.
the international arts festival was organised quite well.,the international arts festival was organised quite well.
afterwards he came back home.,afterwards he came back home.
ivan had to do what she said.,ivan had to do what she said.
ivan had to beg gold fish again and again.,ivan had to beg gold fish again and again.
maria wanted too much and gold fish returned everything at the beginning.,maria wanted too much and gold fish returned everything at the beginning.
this story happened a long time ago.,this story happened a long time ago.
dear helen ryan,dear helen ryan
yours sincerely,yours sincerely
elisa f.,elisa f.
shopping is not always enjoyable,shopping is not always enjoyable
dear sir/madam!,dear sir/madam!
"we were lucky to get tickets to the ,,over the rainbow"" show in your theatre.","we were lucky to get tickets to the ,,over the rainbow"" show in your theatre."
", but it wasn't.",", but it wasn't."
how has modern technology changed (your) my daily life?,how has modern technology changed (your) my daily life?
you can find changes everywhere.,you can find changes everywhere.
"dear sir/madam,","dear sir/madam,"
i was disappointed with it.,i was disappointed with it.
"also, there was no system that ticket can be discounted.","also, there was no system that ticket can be discounted."
"yours faithfully,","yours faithfully,"
"also it will be only wear but its design, shape might take in casual cloth.","also it will be only wear but its design, shape might take in casual cloth."
"if it came true, imagination to make cloth would bigger and could think various design and format.","if it came true, imagination to make cloth would bigger and could think various design and format."
"however, thinking way that simple is the best will not change.","however, thinking way that simple is the best will not change."
i guess the good things will not change forever.,i guess the good things will not change forever.
14th june 2000,14th june 2000
"dear miss ryan,","dear miss ryan,"
i am really pleased to be the winner of your competition and i cannot help thinking about the two weeks in the usa.,i am really pleased to be the winner of your competition and i cannot help thinking about the two weeks in the usa.
i hope my answers will satisfy you.,i hope my answers will satisfy you.
i thank you again.,i thank you again.
yours sincerely,yours sincerely
tom turner,tom turner
the morning,the morning
the lunch,the lunch
the afternoon,the afternoon
mr. jones:,mr. jones:
thank you.,thank you.
cry freedom - john briley,cry freedom - john briley
dear anna:,dear anna:
your friend for ever.,your friend for ever.
"dear mrs ryan,","dear mrs ryan,"
i would prefer to stay in a tent as i feel that it would be more exciting than staying in a log cabin.,i would prefer to stay in a tent as i feel that it would be more exciting than staying in a log cabin.
i am not a good swimmer yet but soon i will be.,i am not a good swimmer yet but soon i will be.
this trip will certainly be a good opportunity for me to start playing it again.,this trip will certainly be a good opportunity for me to start playing it again.
i thank you again for your assistance and am looking forwards to hearing from you soon.,i thank you again for your assistance and am looking forwards to hearing from you soon.
"yours sincerely,","yours sincerely,"
prasert charoenkul,prasert charoenkul
"dear kim,","dear kim,"
i hope you are well.,i hope you are well.
i have something really exciting to share with you.,i have something really exciting to share with you.
we had a wonderful evening.,we had a wonderful evening.
his concert was absolutely brilliant.,his concert was absolutely brilliant.
"everyone was screaming, shouting and dancing while he was singing.","everyone was screaming, shouting and dancing while he was singing."
i am looking forwards to hearing from you.,i am looking forwards to hearing from you.
"love,","love,"
prasert charoenkul,prasert charoenkul
dear miss hellen ryan:,dear miss hellen ryan:
i am really happy to get such wonderful news from you.,i am really happy to get such wonderful news from you.
raul pedro ybarra s,raul pedro ybarra s
jane clark,jane clark
the purpose of this letter is just to let you know my opinion of the event.,the purpose of this letter is just to let you know my opinion of the event.
independent student magazine,independent student magazine
here is my article.,here is my article.
"dear sir/madam,","dear sir/madam,"
it wasn't at all like what the advertisement for the show had promised.,it wasn't at all like what the advertisement for the show had promised.
i will try to explain below:,i will try to explain below:
"to start with, the show, which was supposed to start on 19:30 started on 20:15 so you can understand that we were 45 minutes late getting out as well.","to start with, the show, which was supposed to start on 19:30 started on 20:15 so you can understand that we were 45 minutes late getting out as well."
what's more the theatre restaurant was closed for some reasons and we couldn't get anything to drink or eat after the show.,what's more the theatre restaurant was closed for some reasons and we couldn't get anything to drink or eat after the show.
you can understand how disappointing this was for all of us.,you can understand how disappointing this was for all of us.
i am sorry but this wasn't my perfect evening out.,i am sorry but this wasn't my perfect evening out.
yours faithfully,yours faithfully
"in my opinion, there are two possible fashions for the future.","in my opinion, there are two possible fashions for the future."
there will be a variety of colours and fashion styles.,there will be a variety of colours and fashion styles.
"dear helen ryan,","dear helen ryan,"
i'm very happy.,i'm very happy.
yours sincerely,yours sincerely
shopping is not always enjoyable.,shopping is not always enjoyable.
last weekend i went to barcelona with some friends to shop.,last weekend i went to barcelona with some friends to shop.
"we bought some trousers, tee-shirts, and one pair of shoes.","we bought some trousers, tee-shirts, and one pair of shoes."
"after this, we returned to andorra.","after this, we returned to andorra."
17th june 2000,17th june 2000
"dear sir,","dear sir,"
we waited an hour to not see what we were waiting for.,we waited an hour to not see what we were waiting for.
looking forward to hearing from you soon,looking forward to hearing from you soon
am i crazy?,am i crazy?
this is the reason that i'm writing to you.,this is the reason that i'm writing to you.
i'd like to tell you something about the show.,i'd like to tell you something about the show.
your student,your student
futuristic designs of people's homes,futuristic designs of people's homes
can you imagine?,can you imagine?
will it make life easier?,will it make life easier?
"maybe yes, maybe no.","maybe yes, maybe no."
now it (information technology) is in our life.,now it (information technology) is in our life.
we can get everything we want to know from computers.,we can get everything we want to know from computers.
we'll be stuck to our computers at home.,we'll be stuck to our computers at home.
like everything our homes will change as well.,like everything our homes will change as well.
dear sir.,dear sir.
thanks loads,thanks loads
yours sincerely,yours sincerely
kyon chwa,kyon chwa
all the students in my class are excited about that work and now we're in the process of discussion about what will be filmed.,all the students in my class are excited about that work and now we're in the process of discussion about what will be filmed.
some students suggested very brilliant ideas.,some students suggested very brilliant ideas.
"we've been thinking about the plot, at first, and we decided it would be the best way, the flow of time.","we've been thinking about the plot, at first, and we decided it would be the best way, the flow of time."
"so we're going to organize about 10 minutes' short debate just for this video, but we haven't decided when it will be and the subject.","so we're going to organize about 10 minutes' short debate just for this video, but we haven't decided when it will be and the subject."
"your preperation for lessons, everyday chats and so on.","your preperation for lessons, everyday chats and so on."
"if you allow us to film those things, we'll be very happy.","if you allow us to film those things, we'll be very happy."
"when things become more obvious and more things are decided, i'll report again.","when things become more obvious and more things are decided, i'll report again."
"dear sir or madam,","dear sir or madam,"
"during my stay i went to see the musical ""over the rainbow"".","during my stay i went to see the musical ""over the rainbow""."
now i want to complain about a few things which made me very disappointed.,now i want to complain about a few things which made me very disappointed.
first the advertisement said that there were discounts available but there were not.,first the advertisement said that there were discounts available but there were not.
it was certainly not a perfect night out.,it was certainly not a perfect night out.
i would be very pleased if i could have my money back.,i would be very pleased if i could have my money back.
yours faithfully,yours faithfully
freda svenssen,freda svenssen
fashion of the future,fashion of the future
what will clothes be like 100 years from now?,what will clothes be like 100 years from now?
in what way will they change?,in what way will they change?
my conclusion is that people will wear less and thinner clothes.,my conclusion is that people will wear less and thinner clothes.
maybe everybody will end up wearing shorts and skirts.,maybe everybody will end up wearing shorts and skirts.
"dear mrs ryan,","dear mrs ryan,"
thank you for your letter of 13 june.,thank you for your letter of 13 june.
i am very happy to have won the first prize in your competition.,i am very happy to have won the first prize in your competition.
i look forward to hearing from you as soon as possible.,i look forward to hearing from you as soon as possible.
"yours sincerely,","yours sincerely,"
audrey gillett,audrey gillett
"dear kim,","dear kim,"
"do you believe that i spoke with micheal jackson, my favourite singer?","do you believe that i spoke with micheal jackson, my favourite singer?"
i can't believe it yet!,i can't believe it yet!
it was a wonderful experience.,it was a wonderful experience.
i will remember that day for the rest of my life.,i will remember that day for the rest of my life.
i wish you had been there with me.,i wish you had been there with me.
see you soon.,see you soon.
"love,","love,"
audrey,audrey
dear mr manager of the circle theatre,dear mr manager of the circle theatre
how stupid of me!,how stupid of me!
i felt really disappointed.,i felt really disappointed.
"according to the advertisement, after the show anyone could go to the theatre restaurant for a drink.","according to the advertisement, after the show anyone could go to the theatre restaurant for a drink."
"that appeared impossible, because the theatre restaurant was closed.","that appeared impossible, because the theatre restaurant was closed."
the reason was unknown.,the reason was unknown.
i don't really mind them.,i don't really mind them.
"and the modern technology that we use in our everyday life might not only help us, but determinly might destroy us.","and the modern technology that we use in our everyday life might not only help us, but determinly might destroy us."
"dear sir,","dear sir,"
"i bought a ticket for the ""over the rainbow"" musical show last saturday, but i felt very disappointed with it.","i bought a ticket for the ""over the rainbow"" musical show last saturday, but i felt very disappointed with it."
"it was announced that there would be discount tickets available, but there were not.","it was announced that there would be discount tickets available, but there were not."
"yours sincerely,","yours sincerely,"
several technological advances in the past five years have changed my daily life.,several technological advances in the past five years have changed my daily life.
it's very exciting.,it's very exciting.
"currently, i exchange e-mails with dozens of people all over the country.","currently, i exchange e-mails with dozens of people all over the country."
"dear helen,","dear helen,"
thank you very much for your letter telling me about the first prize.,thank you very much for your letter telling me about the first prize.
it seems so exciting.,it seems so exciting.
"and i have a plan to go to visit my parents in bangkok, thailand, in the middle of august.","and i have a plan to go to visit my parents in bangkok, thailand, in the middle of august."
i also have a couple of things to ask you.,i also have a couple of things to ask you.
"yours sincerely,","yours sincerely,"
"""shopping is not always enjoyable"".","""shopping is not always enjoyable""."
i strongly agree with this sentence.,i strongly agree with this sentence.
"dear sir,","dear sir,"
re: the musical show presented by the circle theatre,re: the musical show presented by the circle theatre
2.,2.
the price of the ticket was said that there would be discounts available.,the price of the ticket was said that there would be discounts available.
3.,3.
thank you.,thank you.
"fashion is one of the most popular topics people discuss about in the past, now and also in the future.","fashion is one of the most popular topics people discuss about in the past, now and also in the future."
